id,Hospital/Daycare Centre Name,Email Address,Mobile Number,Registration Date,Final Consent Date,Last Updated,Rohini ID,Status,Assigned To,Total Score,Total Beds,Address1: DOOR/Block NUMBER AND BUILDING NAME,ADDRESS2: STREET NAME,Area,City,Is the Hospital/Daycare Centre situated in any of the Aspirational Districts listed in Annexure?,"If Yes, which District?",State,PINCODE,Hospital/Daycare Centre PAN Number,Latitude,Longitude,HOSPITAL/DAYCARE CENTRE REGN NUMBER,Mention the relevant law under which your Hospital/Daycare Centre is Licensed,"If the answer to the previous question is ""Others"", please state the law under which your Hospital/Daycare Centre is Licensed",Please state the Authority/Agency with whom the Hospital is registered as required under law,Is your Hospital/Daycare Centre Registered with the National Health Facility Registry (HFR),"If Registered with HFR, please provide National Identification Number",Provider Category,Provider Stream,Hospital/Daycare Centre speciality,"If Single Speciality, choose the type of Speciality",Nature of Ownership of the Hospital,PHARMACY,Fire NOC,State level certificate,Pollution Control,BMW management,"Compliance with all the obligations as laid down by the circulars, guidelines, orders of the Government and other legally required compliances",NABH Accreditation,"If Yes, Type of NABH Accreditation",JCI Accreditation,Maintenance of daily medical records,Does the Hospital/Daycare Centre have a Helpdesk to facilitate Cashless access?,Hospital/Daycare Centre Contact Name,Hospital/Daycare Centre Contact Number,Hospital/Daycare Centre Email id,Speciality Offered,GENERAL WARDS,SEMI PRIVATE ROOMS,PRIVATE ROOMS,For Semi Private Rooms,For General Wards,For Private Rooms,Years of Establishment,Dr. Bed Ratio,Nurse Bed Ratio,ICU Beds,ICCU Beds,NICU Beds,PICU Beds,Isolation Beds,Burn Unit,HDU beds,# Ventilators,Crash Carts,#Defribillators,Piped Gas (Central Oxygen & Suction),Fire Safety,Ambulance Service,"Ambulance Service Type (if ""InHouse"" Ambulance Service is selected)",Blood Bank,Pharmacy,Modular OT,Major OT,Minor OT,Labor Room,Cardia Thoracic OT,Dialysis Unit,Endoscope,Robotic Arm,C- Arm,CAS,Cath Lab,Step Down OT,Resuscitation equipment,Lithotripsy Equipment,Legal Statutes Compliance,Registration with IT Tax Dept,Uninterrupted Electricity Backup,Safe Drinking Water,Legal Record Maintenance,Mortuary Services,CSSD,Display of Hospital Charges,Monitoring of Infection Rates,Monitoring of Death Rates,Full Time Super Specialists,Full Time Specialists,Full Time MBBS,Full Time Alternate Med Doctors,Registered Nurses,Total Anesthetists,Total Surgeons,Total Orthopedicians,Total OBGY,Total Qualified Medical Practitioners,Total Nurses,Total OT Technicians,Total Radiology Technicians,Total Pathology Technicians,Total Emergency Medicine Technicians,Total Audiology Technicians,Total Ancillary Service Technicians,Total Qualified Pharmacists,Total Qualified Paramedical Staff,TPA Coordinator Name,TPA Coordinator Email,TPA Coordinator Phone,Billing Person Name,Billing Person Email,Billing Person Phone,Medical Superintendent Name,Medical Superintendent Email,Medical Superintendent Phone,Medical Director Name,Medical Director Email,Medical Director Phone,Administrator Name,Administrator Email,Administrator Phone,CEO Name,CEO Email,CEO Phone,Marketing Head Name,Marketing Head Email,Marketing Head Phone,Account Number,IFSC Code,Account Type,Bank Name,Registration Certificate Document,ROHINI Certificate Document,Proprietorship Certificate Document,KYC Owner Entity Document,KYC Authorized Signatory Document,PAN Card Document,GST Certificate Document,Cancelled Cheque Document,Accreditation Certificate Document,Authorised Building Plan Document,PCB Certificate Document,Fire Safety Certificate Document,BMW Certificate Document,Lift Commission Certificate Document,PCPNDT Certificate Document,MTP Certificate Document,AERB License Document,FDA License Pharmacy Document,FDA License Blood Bank Document,NDPS License Pharmacy Document,HOTA Certificate Document,Hospital Exterior View Photo,Hospital Main Reception Area Photo,Hospital Patient Waiting Area Photo,Hospital OPD View Photo,Hospital ICU View Photo,Hospital OT View Photo,Hospital Consultation Chamber Photo,Hospital Patient Room Interior Photo,Hospital Pathology Lab Photo,Hospital Specialized Equipment Photo,Hospital Other Image Photo,Hospital Address Proof Photo,Hospital Front Entrance Photo,Authorized Signatory Name,Authorized Signatory Email,Authorized Signatory Phone,General Surgery,Medicine,Plastic Surgery,Orthopedics,OBGY,Pediatrics,Burns Unit,Nuclear Medicine,Neonatology,Cardiology,CVTS,ENT,Ophthalmology,Neurosurgery,Nephrology,Reconstructive Surgery,Oncology,Neonatal Paediatric Surgery,Urology,Bariatric Surgery,Biochemistry,Microbiology,Immunochemistry,Imaging,X-Rays,MRI,USG,PET,CT,Echo
1004332,Maxheal Multispeciality Hospital,mmhrauindore06@gmail.com,8770383903,12/9/2025,23/9/2025,14/4/2026,8900080708877,Empaneled,Sanat Khatri,151,19,"2121, AB Rd, near Mamaji Sweet and Namkeen, Rau, Indore, Madhya Pradesh 453331","2121, AB Rd, near Mamaji Sweet and Namkeen, Rau, Indore, Madhya Pradesh 453331",,Indore,No,N/A,MADHYA PRADESH,453331,ABHFR2673L,22.636383,75.810692,NH5101JUL202,"Madhya Pradesh Upcharya Griha Tatha Rujopchar Sanbabdu Sthapana Adhiniyam, 1973",false,OFFICE OF THE CHIEF MEDICAL HEALTH OFFICER,No,N/A,Hospital,Allopathy,Multi Speciality,,Partnership Firm,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR JAYESH CHOUDHARY,8770383903,mmhrauindore06@gmail.com,Yes,6,6,4,10,6,,2025,12:1,5:1,10,0,4,3,1,0,0,3,Yes,3,Yes,Yes,Outsourced,,Outsourced,In-house,1,1,1,1,0,1,0,0,1,,0,0,3,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,3,2,1,17,1,1,1,1,1,17,3,1,2,2,0,0,1,1,ANKIT PATHAK,mmhrauindore06@gmail.com,9589992222,,mmhrauindore06@gmail.com,,DR JAYESH CHOUDHARY,mmhrauindore06@gmail.com,,DR JAYESH CHOUDHARY,mmhrauindore06@gmail.com,,DR JAYESH CHOUDHARY,mmhrauindore06@gmail.com,,DR JAYESH CHOUDHARY,mmhrauindore06@gmail.com,8770383903,,mmhrauindore06@gmail.com,,5809925546,CBIN0285159,Current,CENTRAL BANK OF INDIA,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,N/A,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,DR JAYESH CHOUDHARY,mmhrauindore06@gmail.com,8770383903,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,In-house,In-house,Outsourced,In-house,In-house,Outsourced,In-house,Outsourced,In-house,In-house
1003575,PATARIA HOSPITAL (A UNIT OF PATARIA HEALTHCARE PVT LTD.),patariacashlesskandivali@gmail.com,8655661621,30/8/2025,29/9/2025,7/4/2026,8900080671506,Empaneled,Swapnil Bhandare,167,8,"1 ST FLOOR, AXIOM MILAN BUILDING",DATTA MANDIR ROAD,"DHANUKAR WADI, KANDIVALI (WEST)", MUMBAI,No,N/A,MAHARASHTRA,400067,AAPCP1315D,19.21030,72.83788,888054141,"Bombay Nursing Homes Registration Act, 1949",false,BRIHANMUMBAI MUNICIPAL CORPORATION,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR MIKHIL PATARIA,8655661621,patariacashlesskandivali@gmail.com,Yes,3,4,0,5,5,,2025,1:3,1:3,7,0,0,0,0,0,0,1,Yes,1,Yes,Yes,Outsourced,,Outsourced,Outsourced,0,1,0,1,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,10,10,3,5,10,4,3,3,3,10,10,2,2,1,2,0,0,1,6,Neeta Pataria,patariacashlesskandivali@gmail.com,7021445506,Ms Manju,patariacashlesskandivali@gmail.com,8655661619,Dr Shivraj Pataria,patariacashlesskandivali@gmail.com,8591949522,Dr Mikhil Pataria,patariacashlesskandivali@gmail.com,8104973218,Smita,patariacashlesskandivali@gmail.com,8655661619,Dr Mikhil Pataria,patariacashlesskandivali@gmail.com,8104973218,Neeta Pataria,patariacashlesskandivali@gmail.com,7021445506,058505006226,ICIC0000585,Current,ICICI BANK,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Dr Mikhil Pataria,patariacashlesskandivali@gmail.com,8104973218,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Outsourced,Outsourced,Outsourced,Outsourced,In-house,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced
1003560,SANT CITY,hospitalsantcity@gmail.com,7554161328,29/8/2025,2/9/2025,29/4/2026,8900080616288,Empaneled,Mr Anil Mehra,140,13,PLOT NO 04,OLD DAIRY FARM,BAIRAGARH,BHOPAL,No,N/A,MADHYA PRADESH,462030,AFEFS3143P,23.271620,77.340233,NH0714FEB2924,Others,false,CHIEFMEDICALHEALTHOFFICER,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,No,Yes,,No,Yes,Yes,SHYAM MEWADA,7554161328,hospitalsantcity@gmail.com,Yes,10,2,1,250,500,,2024,4:1,2:1,4,0,0,0,0,0,0,1,Yes,1,Yes,Yes,Outsourced,,Outsourced,In-house,1,0,1,1,0,0,0,0,0,,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,12,3,0,10,2,6,1,1,3,10,2,1,1,1,0,0,3,3,SHYAM,hospitalsantcity@gmail.com,8720835437,KAJAL,hospitalsantcity@gmail.com,9755219600,DRPRACHIPATHAK,hospitalsantcity@gmail.com,9755219600,DRPRACHIPATHAK,hospitalsantcity@gmail.com,9755219600,SHYAM,hospitalsantcity@gmail.com,9755219600,MRS DIVYANSHI,hospitalsantcity@gmail.com,9039205864,CHADNI,hospitalsantcity@gmail.com,9755219600,8051200202,KKBK0005893,Current,KOTAK MAHINDRA BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,MRS DIVYANSHI,hospitalsantcity@gmail.com,9039205864,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Outsourced,Outsourced,Outsourced,In-house,In-house,Outsourced,In-house,Outsourced,Outsourced,Outsourced
1003526,Tirupati Hospital,tirupatihospitalujjain@gmail.com,8770263952,29/8/2025,29/8/2025,14/4/2026,8900080562554,Empaneled,Sanat Khatri,156,31,30 varuchi marg near freeganj,Varruchi Marg Freeganj,Front Of Gurudwara ,UJJAIN,No,N/A,MADHYA PRADESH,456001,AJVPK0976D,23.177121,75.792027,NH4270APR2025,"Madhya Pradesh Upcharya Griha Tatha Rujopchar Sanbabdu Sthapana Adhiniyam, 1973",false,Chief medical and Health officer,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,No,Yes,Yes,No,No,,No,Yes,Yes,Gourav Khatri,8770263952,tirupatihospitalujjain@gmail.com,Yes,18,6,5,4,20,,2025,5:6,4:1,11,0,3,0,0,0,0,7,Yes,2,Yes,Yes,In-house,BLS,Outsourced,In-house,3,1,1,1,0,0,1,0,1,,0,0,15,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5,6,8,12,1,1,1,1,6,12,5,1,2,2,0,0,1,12,Gourav Khatri,gouravkhatri98@gmail.com,8770263952,Gourav Khatri,gouravkhatri98@gmail.com,8770263952,,,,,,,,,,Rupesh Khatri,rnkhatri@gmail.com,9977053471,Mukesh Choudhary,,9977536412,0088102000037402,IBKL0000088,Current,IDBI,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Rupesh Khatri,rnkhatri@gmail.com,9977053471,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,In-house,In-house,In-house,Outsourced,In-house,Outsourced,In-house,Not Available,Outsourced,In-house
1003309,JTP HOSPITALS-INDORE,jtpindore24@gmail.com,8511066496,25/8/2025,25/8/2025,16/3/2026,8900080552197,Empaneled,,181,31,3065-E SUDAMA NAGAR,NEAR SHANKARACHARYA GATE,FOOTIKOTHI ROAD,INDORE,No,N/A,MADHYA PRADESH,452009,AAMCA5051C,22.6882,75.8256,NH4022MAR2025,Clinical Establishments Act,false,MADHYA PRADESH UPCHARYA GRIHA,No,N/A,Hospital,Allopathy,Multi Speciality,,Public Limited Company – Listed,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,NISHANT MAKADIA,8511066496,jtpindore24@gmail.com,Yes,10,6,10,8,10,,2024,2:1,2:1,5,1,3,1,2,1,1,3,Yes,0,Yes,Yes,In-house,BLS,Outsourced,In-house,1,1,1,5,1,1,1,1,1,,0,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,5,2,2,16,1,1,2,3,2,25,6,1,1,1,1,1,1,2,NISHANT MAKADIA,jtpindore24@gmail.com,8511066496,,,,,,,,,,,,,NEERAJ LAAD,jtpindore24@gmail.com,8269053653,,,,924020004880973,UTIB0002507,Current,AXIS BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,DR. TUSHAR PATEL,jtpindore24@gmail.com,8511066496,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,In-house,In-house,In-house,Outsourced,In-house,Outsourced,In-house,Outsourced,Outsourced,In-house
1003257,LOTUS HOSPITAL,lotushospital0708@gmail.com,9303089355,24/8/2025,24/8/2025,16/3/2026,8900080522022,Empaneled,,154,35,"69, VARRUCHI MARG ",FREEGANJ,NEAR SHAHID PARK,UJJAIN,No,N/A,MADHYA PRADESH,456010,AAJFL0982H,21.229098,72.858659,NH5628,Others,false,OFFICE OF THE CHIEF MEDICAL HEALTH UJJAIN,Yes,2310015586,Hospital,Allopathy,Multi Speciality,,Partnership Firm,yes,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,KARAN PANDYA,9303089355,lotushospital0708@gmail.com,Yes,20,6,9,6,6,,2022,4:1,4:1,10,0,4,0,2,0,0,3,Yes,0,Yes,Yes,Outsourced,ALS,Outsourced,Outsourced,2,2,1,1,0,0,0,0,1,,0,0,10,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5,5,0,34,2,4,1,1,6,34,9,3,4,3,0,0,4,6,PAYAL PATIDAR,lotushospital0708@gmail.com,9303089355,KARAN PANDYA,lotushospital0708@gmail.com,9753495990,DR. NARENDRA KUMAR PATEL,lotushospital0708@gmail.com,8878987778,DR. NARENDRA KUMAR PATEL,lotushospital0708@gmail.com,8878987778,KARAN PANDYA,lotushospital0708@gmail.com,9753495990,AMIT PATEL,lotushospital0708@gmail.com,8878987778,PRATHVI RAJ CHOUHAN,lotushospital0708@gmail.com,9303089355,57710400000450,BARB0FREEGA,Current,BANK OF BARODA,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,AMIT PATEL,lotushospital0708@gmail.com,8878987778,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,In-house,Not Available,Outsourced,In-house
1002981,PINNACLE HOSPITAL,tpa.pinnaclehospital@gmail.com,9320748881,20/8/2025,8/9/2025,26/3/2026,8900080696938,Empaneled,Dr Sachin Gaikwad,142,13,"6 TH FLOOR, NORTHERN SUPREMUS BUILDING, B-WING",SHANTI NAGAR,"NEAR CELEBRATION HOTEL, DAHISAR EAST",MUMBAI ,No,N/A,MAHARASHTRA,400068,CRKPS5349P,19.2482,72.8643,888080917,"Bombay Nursing Homes Registration Act, 1949",false,BOMBAY NURSING HOMES REGISTRATION ACT 1949,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,Dr Rakesh Singh,9320748881,tpa.pinnaclehospital@gmail.com,Yes,4,6,1,11,10,,2025,1:8,1:5,3,0,0,0,0,0,0,2,Yes,1,Yes,Yes,Outsourced,,Outsourced,Outsourced,0,1,0,1,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,7,2,2,10,1,2,1,3,3,10,1,1,1,1,0,0,0,11,MR. RAJIV TOTADE,tpa.pinnaclehospital@gmail.com,9730190029,,,,,,,,,,,,,DR. NITU SINGH,tpa.pinnaclehospital@gmail.com,9594892793,,,,10181180853,IDFB0040111,Current,IDFC FIRST BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,Uploaded,N/A,N/A,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,DR. NITU SINGH,tpa.pinnaclehospital@gmail.com,9594892793,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,In-house,In-house,In-house,In-house,In-house,Outsourced,In-house,Outsourced,Outsourced,In-house
1002936,Matru Multispeciality Hospital,doctormnh@yahoo.in,9036195295,20/8/2025,20/8/2025,29/1/2026,8900080188976,Empaneled,,224,74,"NO 425, 6TH MAIN, 3RD BLOCK, 3RD STAGE",BASAVESHWARANAGAR,,BANGALORE,No,N/A,KARNATAKA,560079,AENPM4782Q,12.99,77.54,BLU05009ALSSH,Others,false,Government of Karnataka,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,Yes,NABH- Entry Level,No,Yes,Yes,SANJAY,9036195295,doctormnh@yahoo.in,Yes,23,26,16,7,7,,1985,4,3,8,2,8,0,2,1,2,6,Yes,4,Yes,Yes,Outsourced,,Outsourced,In-house,2,2,1,1,0,3,1,0,1,,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,15,20,10,4,35,1,2,2,2,20,35,2,1,1,3,1,1,3,2,sanju,matruinsurance@gmail.com,9036195295,SANJU KUMAR P J,doctormnh@yahoo.in,9632906325,DR KRISHNA RAJENDRA,drmatru@yahoo.co.in,9980544746,MAHENDRA S K,drmatru@yahoo.co.in,9845311799,VIJAYALAKSHMI MAHENDRA,matruhospitalgroup@gmail.com,7337657009,PREETI MAHENDRA,contact.preetimahendra@gmail.com,8310095874,KIRAN,matruhospitalmarketing@gmail.com,8123402574,50200038809762,HDFC0000361,Current,hdfc bank,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,N/A,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,mahendra s k,drmatru@yahoo.co.in,9845311799,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,In-house,In-house,In-house,In-house,In-house,Outsourced,In-house,Outsourced,Outsourced,In-house
1002725,Sumangal Hospital,sumangalhospitalkalyaneast@gmail.com,8424930557,16/8/2025,16/8/2025,22/4/2026,8900080484023,Empaneled,Dr Sachin Gaikwad,84,8,1ST FLOOR  SAHIL COMMERCIAL COMPLEX NEAR, MATOSHREE SCHOOL CHINCHPAD ROAD , KALYAN (E)-421306,MUMBAI,No,N/A,MAHARASHTRA,421306,DPJPK2390E,19.219439,73.139355,002017,"Bombay Nursing Homes Registration Act, 1949",false,BOMBAY NURSING HOME MUMBAI,No,N/A,Hospital,Allopathy,Multi Speciality,,Partnership Firm,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR AVINASH KAWALE,8424930557,sumangalhospitalkalyaneast@gmail.com,Yes,4,2,2,0,0,,2023,1:02,1:3,2,0,0,0,0,0,0,0,Yes,0,Yes,Yes,Outsourced,,In-house,In-house,0,1,1,0,0,0,0,0,0,,0,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,0,2,0,6,0,3,0,0,0,5,2,0,0,0,0,0,0,5,DR NAWAL MUJAWAR,sumangalhospitalkalyaneast@gmail.com,8424930557,DR NAWAL MUJAWAR,sumangalhospitalkalyaneast@gmail.com,8424930557,DR AVINASH KAWALE,sumangalhospitalkalyaneast@gmail.com,8424930557,DR AVINASH KAWALE,sumangalhospitalkalyaneast@gmail.com,8424930557,DR NAWAL MUJAWAR,sumangalhospitalkalyaneast@gmail.com,8424930557,DR AVINASH KAWALE,sumangalhospitalkalyaneast@gmail.com,8424930557,RAKESH BHALEKAR,sumangalhospitalkalyaneast@gmail.com,8424930557,023011100000343,KJSB0000023,Current,THE KALYAN JANATA SAHAKARI BANK LTD,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,DR AVINASH KAWALE,sumangalhospitalkalyaneast@gmail.com,8424930557,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Outsourced,Outsourced,Outsourced,Outsourced,In-house,In-house,Not Available,Not Available,In-house,In-house
1002683,NURTURE HOSPITAL,tpanurturehospitals@gmail.com,9406856948,15/8/2025,15/8/2025,16/3/2026,8900080626003,Empaneled,,117,15,"PLOT NO. 35 FA, SCH NO. 94, RING ROAD",NEAR WORLD CUP SQUARE,INDORE,INDORE,No,N/A,MADHYA PRADESH,452016,AIOPJ0675N,22.7078,75.9060,NH0835MAR2024,"Madhya Pradesh Upcharya Griha Tatha Rujopchar Sanbabdu Sthapana Adhiniyam, 1973",false,Chief Medical And Health Officer,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,DR VAIBHAV JAIN,9406856948,tpanurturehospitals@gmail.com,Yes,8,4,3,7,7,,2024,10:1,10:1,0,0,12,8,0,0,0,12,Yes,2,Yes,Yes,In-house,BLS,Not Available,Outsourced,1,1,1,1,0,0,0,0,0,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,3,5,1,10,0,3,1,1,1,10,1,1,1,1,1,0,1,1,MR NAGENDRA KUMAR,tpanurturehospitals@gmail.com,7440956948,MISS SONALI SINGH,tpanurturehospitals@gmail.com,7313684890,,,,,,,,,,DR VAIBHAV JAIN,tpanurturehospitals@gmail.com,9406856948,,,,591605000006,ICIC0005916,Current,ICICI BANK,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,DR VAIBHAV JAIN,tpanurturehospitals@gmail.com,9406856948,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Outsourced,Outsourced,Outsourced,Outsourced,Outsourced,Not Available,In-house,Not Available,Not Available,In-house
1002648,MANGAL MURTI HOSPITAL AND POLYCLINIC,mangalmurtigorai01@gmail.com,8652074600,14/8/2025,16/8/2025,3/2/2026,8900080111141,Empaneled,Dr Sachin Gaikwad,162,8,plot no.65-68 and  66-69 bunglow plot,"dr b a road, rsc 13, ","gorai sector 01, borivali west",Mumbai,No,N/A,MAHARASHTRA,400091,AHEPM0882F,19.199821,72.842590,761418419,"Bombay Nursing Homes Registration Act, 1949",false,BOMBAY NURSING HOMES,No,N/A,Hospital,Allopathy,Multi Speciality,,Sole Proprietorship,yes,Yes,Yes,Yes,Yes,Yes,No,,No,Yes,Yes,SHILPA KUDTARKAR,8652074600,mangalmurtigorai01@gmail.com,Yes,4,2,2,15,30,,2000,4:1,4:1,4,5,0,0,1,1,2,2,Yes,1,Yes,Yes,In-house,BLS,Outsourced,In-house,0,1,1,1,0,3,0,0,1,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20,15,4,2,6,1,3,3,1,2,6,1,1,2,2,0,2,2,3,SHILPA KUDATARKAR,mangalmurtigorai01@gmail.com,8652074600,SUSHANT SOGAM,mangalmurtigorai01@gmail.com,8600504711,DR.SANDEEP BHENDAWADEKAR,mangalmurtigorai01@gmail.com,9152096039,DR.BHARAT T MAHALE,mangalmurtigorai01@gmail.com,9821210234,DR.RAJSHEKHAR TIWARI,mangalmurtigorai01@gmail.com,9820783967,DR.BHARAT T MAHALE,mangalmurtigorai01@gmail.com,9821210234,SHRIKANT BHOSALE,mangalmurtigorai01@gmail.com,8169961689,34320200000501,BARB0GORAIX,Current,BANK OF BARODA,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,Uploaded,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,N/A,N/A,N/A,Uploaded,Uploaded,Uploaded,DR.BHARAT T MAHALE,mangalmurtigorai01@gmail.com,9821210234,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,In-house,In-house,In-house,In-house,In-house,Outsourced,In-house,Outsourced,Outsourced,In-house
